,total_loan_costs,derived_dwelling_category,derived_ethnicity,applicant_race_1,applicant_sex,loan_type,loan_purpose,loan_amount,interest_rate,total_loan_costs,loan_term,property_value,occupancy_type,applicant_age,income,denial_reason_1
1333,16155.53,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,455000,5.499,16155.53,360,565000,1,35-44,215,10
1335,1800.3,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,1,1,2,4,175000,2.625,1800.3,339,175000,1,35-44,54,10
1338,6454.36,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,2,32,95000,4.499,6454.36,360,295000,1,45-54,50,10
1339,19122.25,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,355000,4.624,19122.25,360,525000,1,25-34,136,10
1340,4854.58,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,155000,5.375,4854.58,240,335000,1,45-54,88,10
1341,14381.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,325000,6.375,14381.5,360,455000,1,45-54,73,10
1342,4704.17,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,1,1,1,645000,5.999,4704.17,360,725000,1,35-44,123,10
1343,17131.12,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,32,275000,5.625,17131.12,360,405000,1,35-44,101,10
1346,15846.54,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,435000,6.625,15846.54,348,485000,2,35-44,340,10
1348,14561.64,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,2,2,1,465000,5.625,14561.64,360,485000,1,25-34,222,10
1350,12100,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,455000,5.499,12100,360,575000,1,35-44,129,10
1352,11721.01,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,2,1,1,265000,5.624,11721.01,360,275000,1,35-44,106,10
1354,6602.44,Single Family (1-4 Units):Site-Built,Joint,2,1,1,31,135000,5.999,6602.44,360,185000,1,25-34,167,10
1356,19216.85,Single Family (1-4 Units):Site-Built,Hispanic or Latino,3,1,1,1,355000,5.624,19216.85,360,445000,2,45-54,193,10
1357,29915.92,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,3,1,575000,6.25,29915.92,360,555000,1,35-44,175,10
1358,17943.89,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,1,565000,5.625,17943.89,360,665000,1,45-54,173,10
1361,19878.31,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,5,1,3,1,295000,6,19878.31,360,285000,1,55-64,104,10
1362,10333.75,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,2,31,105000,5.125,10333.75,360,165000,1,35-44,42,10
1364,14448.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,31,355000,4.875,14448.1,360,475000,1,25-34,87,10
1365,8673.91,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,3,1,235000,5.75,8673.91,360,235000,1,35-44,105,10
1368,19905.18,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,32,285000,4.625,19905.18,360,345000,1,45-54,120,10
1369,8369.04,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,3,32,105000,5.125,8369.04,360,125000,1,25-34,39,10
1372,3295.3,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,32,55000,9.875,3295.3,240,365000,1,45-54,61,10
1374,330.3,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,3,1,345000,2.625,330.3,345,345000,1,45-54,164,10
1375,6370.3,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,2,1,65000,4.999,6370.3,360,75000,1,25-34,22,10
1376,17383.79,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,2,1,295000,5.125,17383.79,360,305000,1,25-34,80,10
1377,8702.05,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,415000,6.25,8702.05,360,515000,1,45-54,148,10
1378,6219.97,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,515000,5.999,6219.97,360,645000,1,25-34,188,10
1379,7419.67,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,1,315000,5.75,7419.67,360,335000,1,35-44,64,10
1381,7722.72,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,3,32,625000,5.375,7722.72,360,655000,1,55-64,175,10
1382,7262.88,Single Family (1-4 Units):Site-Built,Hispanic or Latino,1,1,1,1,575000,6.375,7262.88,360,715000,1,25-34,312,10
1384,12468.16,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,32,185000,6,12468.16,360,225000,1,35-44,57,10
1385,21041.75,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,1,3,1,985000,5.25,21041.75,360,985000,1,25-34,230,10
1386,5379.09,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,65000,6.75,5379.09,360,75000,2,45-54,90,10
1387,6776.18,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,2,1,125000,6.125,6776.18,360,125000,1,35-44,106,10
1388,9086.79,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,3,1,735000,5.375,9086.79,360,805000,1,25-34,236,10
1389,8475.73,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,425000,4.999,8475.73,360,565000,1,25-34,96,10
1391,6033.2,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,1,2,1,1,445000,6,6033.2,360,555000,1,55-64,130,10
1392,5720.53,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,3,1,485000,5.499,5720.53,360,615000,1,45-54,119,10
1395,4088.48,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,1,1,1,285000,6.125,4088.48,360,315000,1,35-44,74,10
1396,14227.78,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,2,1,385000,5.499,14227.78,360,395000,1,35-44,116,10
1397,15087.13,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,31,525000,5.375,15087.13,300,805000,1,35-44,220,10
1398,7400.74,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,155000,5.875,7400.74,360,225000,1,55-64,33,10
1400,25945.09,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,3,1,335000,4.625,25945.09,360,325000,1,25-34,102,10
1402,13417.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,2,2,1,355000,6.625,13417.1,360,355000,1,35-44,194,10
1403,11128.5,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,2,32,205000,6.125,11128.5,360,365000,1,45-54,81,10
1405,3157.61,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,2,1,1,445000,5.999,3157.61,360,465000,1,35-44,193,10
1406,6133.85,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,385000,5.875,6133.85,360,605000,1,25-34,71,10
1407,8635.33,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,1,2,32,105000,5.25,8635.33,360,195000,1,45-54,25,10
1408,15455.36,Single Family (1-4 Units):Site-Built,Hispanic or Latino,4,2,2,1,345000,5.499,15455.36,360,365000,1,45-54,116,10
1409,9212.37,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,6,3,3,32,105000,5.125,9212.37,360,115000,1,45-54,39,10
1410,10783.45,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,32,235000,5.75,10783.45,360,405000,1,65-74,64,10
1411,11997.86,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,1,1,1,535000,5.875,11997.86,360,595000,1,25-34,168,10
1412,11440.45,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,3,1,255000,5.75,11440.45,360,265000,1,35-44,61,10
1413,8800.56,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,235000,6.625,8800.56,360,285000,2,55-64,178,10
1414,30416.57,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,3,32,525000,4.999,30416.57,360,635000,1,>74,105,10
1415,14262.01,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,2,32,255000,5.125,14262.01,360,315000,1,55-64,95,10
1420,17240.19,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,3,32,225000,5.25,17240.19,360,265000,1,55-64,77,10
1421,3275.17,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,3,1,585000,2.5,3275.17,353,615000,1,25-34,123,10
1422,10199.2,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,32,225000,5.124,10199.2,360,285000,1,>74,68,10
1423,4189.64,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,285000,7.625,4189.64,360,355000,1,45-54,63,10
1424,9354.09,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,32,115000,5.125,9354.09,360,185000,1,>74,38,10
1425,13620.32,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,1,2,32,205000,5.25,13620.32,360,335000,1,35-44,111,10
1426,4345.32,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,465000,6.375,4345.32,360,485000,1,45-54,238,10
1428,2972.2,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,525000,6.625,2972.2,348,705000,1,>74,131,10
1429,13913.95,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,2,32,215000,5.25,13913.95,360,415000,1,35-44,96,10
1430,15751.52,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,2,32,235000,5.125,15751.52,300,315000,1,35-44,67,10
1431,12441.53,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,1,1,1,1,285000,5.5,12441.53,348,295000,1,25-34,89,10
1436,28195.52,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,1,3,32,395000,4.999,28195.52,360,445000,1,45-54,133,10
1441,18322.95,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,2,2,1,255000,4.999,18322.95,360,275000,1,35-44,90,10
1443,20630.38,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,3,1,315000,6.125,20630.38,360,295000,1,65-74,98,10
1444,6608.8,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,32,155000,10.125,6608.8,240,855000,1,55-64,197,10
1445,7519.73,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,32,105000,5.125,7519.73,360,135000,1,45-54,56,10
1446,16690.24,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,2,2,1,355000,6,16690.24,360,385000,1,25-34,75,10
1447,2419.66,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,2,1,3,32,115000,6.125,2419.66,360,145000,1,45-54,81,10
1449,3164.25,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,265000,6.625,3164.25,360,275000,1,55-64,106,10
1450,5457.46,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,385000,6.375,5457.46,360,485000,1,55-64,129,10
1451,15253.33,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,3,32,295000,5.125,15253.33,360,335000,1,55-64,50,10
1452,3576.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,32,55000,11.75,3576.8,360,355000,1,55-64,60,10
1453,18462.24,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,3,32,215000,5.25,18462.24,360,255000,1,45-54,106,10
1454,10820.81,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,1,275000,6.125,10820.81,360,285000,1,35-44,97,10
1455,15110.87,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,2,2,1,295000,5.625,15110.87,360,305000,1,45-54,95,10
1456,4240.04,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,135000,6.625,4240.04,360,155000,1,25-34,66,10
1458,5069.83,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,205000,6.375,5069.83,360,535000,1,65-74,58,10
1459,11312.01,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,1,3,1,435000,5.25,11312.01,360,435000,1,45-54,89,10
1461,7932.35,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,215000,5.999,7932.35,360,455000,1,25-34,144,10
1463,12267.29,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,2,32,165000,5.25,12267.29,360,195000,1,35-44,154,10
1466,21117.84,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,2,1,32,405000,4.375,21117.84,360,715000,1,45-54,76,10
1467,28717.17,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,1,2,32,455000,5.25,28717.17,360,565000,1,55-64,195,10
1468,16613.04,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,31,305000,4.999,16613.04,360,465000,1,25-34,46,10
1469,17933.57,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,1,2,32,285000,4.75,17933.57,360,395000,1,45-54,95,10
1471,5230.59,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,165000,6.625,5230.59,360,175000,1,55-64,86,10
1473,9640.05,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,1,295000,6.125,9640.05,360,295000,1,35-44,100,10
1474,8877.86,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,185000,5.999,8877.86,360,195000,1,55-64,70,10
1476,14926.01,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,1,3,32,295000,5.125,14926.01,360,325000,1,55-64,72,10
1478,13906.65,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,295000,6.125,13906.65,360,305000,1,55-64,97,10
1481,7012.69,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,32,145000,6.125,7012.69,360,195000,1,>74,32,10
1483,17975.55,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,2,32,405000,4.875,17975.55,360,525000,1,25-34,123,10
1484,10926.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,32,245000,5.875,10926.5,360,685000,1,35-44,109,10
1486,6728.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,32,135000,4.875,6728.8,360,235000,1,45-54,38,10
1487,6282.31,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,85000,5.999,6282.31,360,95000,1,65-74,34,10
1488,11278.07,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,2,32,165000,5.625,11278.07,360,255000,1,65-74,42,10
1489,20728.22,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,1,3,32,245000,4.999,20728.22,360,275000,1,45-54,107,10
1490,5718.4,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,3,32,175000,4.999,5718.4,360,195000,1,45-54,76,10
1491,16268.61,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,1,335000,5.625,16268.61,360,355000,1,35-44,153,10
1492,4141.2,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,2,1,45000,5.5,4141.2,360,65000,1,65-74,24,10
1493,9022.56,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,32,155000,4.374,9022.56,180,335000,1,35-44,60,10
1494,7479.35,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,5,1,1,1,165000,7.5,7479.35,360,185000,2,35-44,90,10
1496,4953.41,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,32,155000,5.625,4953.41,360,195000,1,45-54,92,10
1497,6815.69,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,5,1,1,32,135000,5.875,6815.69,240,245000,1,55-64,40,10
1498,2942.45,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,195000,6.625,2942.45,360,295000,1,25-34,133,10
1499,20288.09,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,3,32,275000,4.875,20288.09,360,305000,1,35-44,72,10
1500,16850.57,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,1,2,32,405000,5.125,16850.57,360,505000,1,35-44,371,10
1501,8722.47,Single Family (1-4 Units):Site-Built,Hispanic or Latino,2,1,1,32,215000,6.5,8722.47,360,385000,1,35-44,48,10
1502,1560.25,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,665000,6.375,1560.25,348,735000,1,35-44,364,10
1503,4531.51,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,2,1,65000,6.125,4531.51,360,65000,1,55-64,26,10
1505,6085.25,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,5,1,1,1,95000,6.625,6085.25,360,125000,2,55-64,172,10
1506,18543.72,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,1,1,2,31,305000,5.499,18543.72,360,325000,1,45-54,91,10
1507,5736.49,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,1,3,32,285000,6,5736.49,360,395000,1,65-74,68,10
1509,7990.96,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,2,1,32,175000,6.375,7990.96,240,355000,1,55-64,62,10
1510,12217.52,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,385000,6.625,12217.52,360,475000,1,35-44,169,10
1511,14885.94,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,1,255000,5.625,14885.94,360,265000,1,65-74,87,10
1512,16573.65,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,2,2,32,245000,5.25,16573.65,360,365000,1,35-44,80,10
1513,14614.77,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,1,195000,5.125,14614.77,360,225000,1,65-74,39,10
1515,9586.3,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,3,32,165000,5.75,9586.3,360,185000,1,>74,36,10
1517,14042.9,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,1,555000,6,14042.9,360,605000,1,45-54,130,10
1518,5051.73,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,2,3,32,375000,5.625,5051.73,360,415000,1,55-64,142,10
1521,22244.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,2,1,385000,5.125,22244.5,360,395000,1,35-44,69,10
1522,5085.15,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,1,1,32,185000,6.25,5085.15,360,345000,1,65-74,42,10
1523,17511.55,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,32,515000,6.5,17511.55,348,705000,1,35-44,158,10
1524,10373.91,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,2,1,275000,6.125,10373.91,360,275000,1,25-34,94,10
1525,10147.53,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,32,135000,5.499,10147.53,360,285000,1,65-74,53,10
1526,6155.33,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,1,375000,6.5,6155.33,360,395000,1,35-44,114,10
1527,5393.56,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,1,45000,5.625,5393.56,360,55000,1,25-34,75,10
1528,2912.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,3,1,265000,2.25,2912.8,335,265000,1,25-34,122,10
1531,21696.23,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,32,445000,5.499,21696.23,360,555000,1,35-44,102,10
1532,5421.15,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,3,32,115000,4.875,5421.15,180,425000,1,55-64,53,10
1533,11231.88,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,1,2,1,265000,6.125,11231.88,360,265000,1,25-34,78,10
1534,20812.04,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,6,3,3,32,235000,4.75,20812.04,360,295000,1,25-34,86,10
1535,10140.47,Single Family (1-4 Units):Site-Built,Hispanic or Latino,1,1,3,1,525000,5.5,10140.47,360,525000,1,45-54,183,10
1536,17257.36,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,1,3,32,345000,5.25,17257.36,360,435000,1,45-54,85,10
1537,6150.87,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,32,115000,4.999,6150.87,168,165000,1,45-54,77,10
1538,9760.3,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,32,205000,9.375,9760.3,360,1025000,1,45-54,260,10
1539,8549.22,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,2,2,32,105000,5.375,8549.22,360,145000,1,45-54,97,10
1543,16775.73,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,32,265000,5.25,16775.73,360,375000,1,65-74,55,10
1544,5952.25,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,32,105000,7.125,5952.25,360,155000,1,25-34,64,10
1545,28627.81,Single Family (1-4 Units):Site-Built,Joint,6,1,3,32,575000,4.875,28627.81,360,635000,1,25-34,166,10
1547,6410.43,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,32,175000,5.999,6410.43,348,225000,1,35-44,73,10
1548,5347.25,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,31,95000,5.999,5347.25,360,155000,1,25-34,40,10
1549,13132.56,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,3,1,1,32,455000,5.999,13132.56,360,735000,1,55-64,105,10
1550,3666.24,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,315000,6.625,3666.24,360,325000,1,25-34,160,10
1551,8690.01,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,5,2,1,32,155000,6.125,8690.01,240,255000,1,65-74,43,10
1552,9114.25,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,1,1,32,435000,6.25,9114.25,360,675000,1,45-54,86,10
1554,20853.01,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,2,32,295000,5.375,20853.01,360,395000,1,25-34,56,10
1556,23935.16,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,6,2,2,32,325000,5.25,23935.16,360,495000,1,25-34,66,10
1561,10088.87,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,695000,6.625,10088.87,360,905000,1,35-44,190,10
1565,7648.09,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,32,75000,5.375,7648.09,360,95000,1,25-34,40,10
1566,10121.48,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,32,245000,6.375,10121.48,360,435000,1,45-54,63,10
1567,12035.06,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,2,1,205000,6.125,12035.06,360,215000,1,45-54,94,10
1568,12765.42,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,3,32,245000,5.499,12765.42,360,345000,1,>74,50,10
1569,15915.49,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,2,32,265000,5.125,15915.49,360,345000,1,55-64,75,10
1571,4451.25,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,355000,6.25,4451.25,360,705000,1,25-34,140,10
1572,15443.07,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,2,2,1,315000,6.25,15443.07,360,315000,1,35-44,89,10
